0 verbose cli /usr/bin/node /tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/.bin/npm
1 info using npm@11.18.0
2 info using node@v22.22.1
3 silly config load:file:/tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/npm/npmrc
4 silly config load:file:/tmp/pi-lens-lockfile-complete-hw37Xu/tree/.npmrc
5 silly config load:file:/home/akis/.npmrc
6 silly config load:file:/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--ignore-scripts" "--no-audit" "--no-fund"
926 silly tarball no local data for @smithy/credential-provider-imds@https://registry.npmjs.org/@smithy/credential-provider-imds/-/credential-provider-imds-4.3.3.tgz. Extracting by manifest.
927 silly tarball no local data for @smithy/core@https://registry.npmjs.org/@smithy/core/-/core-3.24.3.tgz. Extracting by manifest.
928 silly tarball no local data for @silvia-odwyer/photon-node@https://registry.npmjs.org/@silvia-odwyer/photon-node/-/photon-node-0.3.4.tgz. Extracting by manifest.
929 silly tarball no local data for @protobufjs/path@https://registry.npmjs.org/@protobufjs/path/-/path-1.1.2.tgz. Extracting by manifest.
930 silly tarball no local data for @protobufjs/pool@https://registry.npmjs.org/@protobufjs/pool/-/pool-1.1.0.tgz. Extracting by manifest.
931 silly tarball no local data for @protobufjs/utf8@https://registry.npmjs.org/@protobufjs/utf8/-/utf8-1.1.1.tgz. Extracting by manifest.
932 silly tarball no local data for @protobufjs/float@https://registry.npmjs.org/@protobufjs/float/-/float-1.0.2.tgz. Extracting by manifest.
933 silly tarball no local data for @protobufjs/fetch@https://registry.npmjs.org/@protobufjs/fetch/-/fetch-1.1.1.tgz. Extracting by manifest.
934 silly tarball no local data for @protobufjs/eventemitter@https://registry.npmjs.org/@protobufjs/eventemitter/-/eventemitter-1.1.1.tgz. Extracting by manifest.
935 silly tarball no local data for @protobufjs/codegen@https://registry.npmjs.org/@protobufjs/codegen/-/codegen-2.0.5.tgz. Extracting by manifest.
936 silly tarball no local data for @protobufjs/base64@https://registry.npmjs.org/@protobufjs/base64/-/base64-1.1.2.tgz. Extracting by manifest.
937 silly tarball no local data for @protobufjs/aspromise@https://registry.npmjs.org/@protobufjs/aspromise/-/aspromise-1.1.2.tgz. Extracting by manifest.
938 silly tarball no local data for @nodable/entities@https://registry.npmjs.org/@nodable/entities/-/entities-2.1.0.tgz. Extracting by manifest.
939 silly tarball no local data for @mariozechner/clipboard-win32-arm64-msvc@https://registry.npmjs.org/@mariozechner/clipboard-win32-arm64-msvc/-/clipboard-win32-arm64-msvc-0.3.9.tgz. Extracting by manifest.
940 silly tarball no local data for @mariozechner/clipboard-win32-x64-msvc@https://registry.npmjs.org/@mariozechner/clipboard-win32-x64-msvc/-/clipboard-win32-x64-msvc-0.3.9.tgz. Extracting by manifest.
941 silly tarball no local data for @mariozechner/clipboard-linux-x64-musl@https://registry.npmjs.org/@mariozechner/clipboard-linux-x64-musl/-/clipboard-linux-x64-musl-0.3.9.tgz. Extracting by manifest.
942 silly tarball no local data for @mariozechner/clipboard-linux-x64-gnu@https://registry.npmjs.org/@mariozechner/clipboard-linux-x64-gnu/-/clipboard-linux-x64-gnu-0.3.9.tgz. Extracting by manifest.
943 silly tarball no local data for @mariozechner/clipboard-linux-riscv64-gnu@https://registry.npmjs.org/@mariozechner/clipboard-linux-riscv64-gnu/-/clipboard-linux-riscv64-gnu-0.3.9.tgz. Extracting by manifest.
944 silly tarball no local data for @mariozechner/clipboard-linux-arm64-gnu@https://registry.npmjs.org/@mariozechner/clipboard-linux-arm64-gnu/-/clipboard-linux-arm64-gnu-0.3.9.tgz. Extracting by manifest.
945 silly tarball no local data for @mariozechner/clipboard-linux-arm64-musl@https://registry.npmjs.org/@mariozechner/clipboard-linux-arm64-musl/-/clipboard-linux-arm64-musl-0.3.9.tgz. Extracting by manifest.
946 silly tarball no local data for @mariozechner/clipboard-darwin-x64@https://registry.npmjs.org/@mariozechner/clipboard-darwin-x64/-/clipboard-darwin-x64-0.3.9.tgz. Extracting by manifest.
947 silly tarball no local data for @mariozechner/clipboard-darwin-arm64@https://registry.npmjs.org/@mariozechner/clipboard-darwin-arm64/-/clipboard-darwin-arm64-0.3.9.tgz. Extracting by manifest.
948 silly tarball no local data for @mariozechner/clipboard-darwin-universal@https://registry.npmjs.org/@mariozechner/clipboard-darwin-universal/-/clipboard-darwin-universal-0.3.9.tgz. Extracting by manifest.
949 silly tarball no local data for @esbuild/win32-x64@https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.28.1.tgz. Extracting by manifest.
950 silly tarball no local data for @mariozechner/clipboard@https://registry.npmjs.org/@mariozechner/clipboard/-/clipboard-0.3.9.tgz. Extracting by manifest.
951 silly tarball no local data for @google/genai@https://registry.npmjs.org/@google/genai/-/genai-1.52.0.tgz. Extracting by manifest.
952 silly tarball no local data for @esbuild/win32-ia32@https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.28.1.tgz. Extracting by manifest.
953 silly tarball no local data for @esbuild/win32-arm64@https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.28.1.tgz. Extracting by manifest.
954 silly tarball no local data for @esbuild/sunos-x64@https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.28.1.tgz. Extracting by manifest.
955 silly tarball no local data for @esbuild/openharmony-arm64@https://registry.npmjs.org/@esbuild/openharmony-arm64/-/openharmony-arm64-0.28.1.tgz. Extracting by manifest.
956 silly tarball no local data for @esbuild/openbsd-x64@https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.28.1.tgz. Extracting by manifest.
957 silly tarball no local data for @esbuild/netbsd-x64@https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.28.1.tgz. Extracting by manifest.
958 silly tarball no local data for @esbuild/openbsd-arm64@https://registry.npmjs.org/@esbuild/openbsd-arm64/-/openbsd-arm64-0.28.1.tgz. Extracting by manifest.
959 silly tarball no local data for @esbuild/netbsd-arm64@https://registry.npmjs.org/@esbuild/netbsd-arm64/-/netbsd-arm64-0.28.1.tgz. Extracting by manifest.
960 silly tarball no local data for @esbuild/linux-x64@https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.28.1.tgz. Extracting by manifest.
961 silly tarball no local data for @esbuild/linux-riscv64@https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.28.1.tgz. Extracting by manifest.
962 silly tarball no local data for @esbuild/linux-s390x@https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.28.1.tgz. Extracting by manifest.
963 silly tarball no local data for @esbuild/linux-ppc64@https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.28.1.tgz. Extracting by manifest.
964 silly tarball no local data for @esbuild/linux-loong64@https://registry.npmjs.org/@esbuild/linux-loong64/-/linux-loong64-0.28.1.tgz. Extracting by manifest.
965 silly tarball no local data for @esbuild/linux-mips64el@https://registry.npmjs.org/@esbuild/linux-mips64el/-/linux-mips64el-0.28.1.tgz. Extracting by manifest.
966 silly tarball no local data for @esbuild/linux-arm64@https://registry.npmjs.org/@esbuild/linux-arm64/-/linux-arm64-0.28.1.tgz. Extracting by manifest.
967 silly tarball no local data for @esbuild/linux-ia32@https://registry.npmjs.org/@esbuild/linux-ia32/-/linux-ia32-0.28.1.tgz. Extracting by manifest.
968 silly tarball no local data for @esbuild/linux-arm@https://registry.npmjs.org/@esbuild/linux-arm/-/linux-arm-0.28.1.tgz. Extracting by manifest.
969 silly tarball no local data for @esbuild/freebsd-x64@https://registry.npmjs.org/@esbuild/freebsd-x64/-/freebsd-x64-0.28.1.tgz. Extracting by manifest.
970 silly tarball no local data for @esbuild/freebsd-arm64@https://registry.npmjs.org/@esbuild/freebsd-arm64/-/freebsd-arm64-0.28.1.tgz. Extracting by manifest.
971 silly tarball no local data for @esbuild/darwin-x64@https://registry.npmjs.org/@esbuild/darwin-x64/-/darwin-x64-0.28.1.tgz. Extracting by manifest.
972 silly tarball no local data for @esbuild/darwin-arm64@https://registry.npmjs.org/@esbuild/darwin-arm64/-/darwin-arm64-0.28.1.tgz. Extracting by manifest.
973 silly tarball no local data for @esbuild/android-arm64@https://registry.npmjs.org/@esbuild/android-arm64/-/android-arm64-0.28.1.tgz. Extracting by manifest.
974 silly tarball no local data for @esbuild/android-x64@https://registry.npmjs.org/@esbuild/android-x64/-/android-x64-0.28.1.tgz. Extracting by manifest.
975 silly tarball no local data for @esbuild/android-arm@https://registry.npmjs.org/@esbuild/android-arm/-/android-arm-0.28.1.tgz. Extracting by manifest.
976 silly tarball no local data for @esbuild/aix-ppc64@https://registry.npmjs.org/@esbuild/aix-ppc64/-/aix-ppc64-0.28.1.tgz. Extracting by manifest.
977 silly tarball no local data for @babel/runtime@https://registry.npmjs.org/@babel/runtime/-/runtime-7.29.2.tgz. Extracting by manifest.
978 silly tarball no local data for @aws/lambda-invoke-store@https://registry.npmjs.org/@aws/lambda-invoke-store/-/lambda-invoke-store-0.2.4.tgz. Extracting by manifest.
979 silly tarball no local data for @aws-sdk/xml-builder@https://registry.npmjs.org/@aws-sdk/xml-builder/-/xml-builder-3.972.24.tgz. Extracting by manifest.
980 silly tarball no local data for @aws-sdk/types@https://registry.npmjs.org/@aws-sdk/types/-/types-3.973.8.tgz. Extracting by manifest.
981 silly tarball no local data for @aws-sdk/util-locate-window@https://registry.npmjs.org/@aws-sdk/util-locate-window/-/util-locate-window-3.965.5.tgz. Extracting by manifest.
982 silly tarball no local data for @aws-sdk/token-providers@https://registry.npmjs.org/@aws-sdk/token-providers/-/token-providers-3.1048.0.tgz. Extracting by manifest.
983 silly tarball no local data for @aws-sdk/nested-clients@https://registry.npmjs.org/@aws-sdk/nested-clients/-/nested-clients-3.997.9.tgz. Extracting by manifest.
984 silly tarball no local data for @aws-sdk/middleware-websocket@https://registry.npmjs.org/@aws-sdk/middleware-websocket/-/middleware-websocket-3.972.19.tgz. Extracting by manifest.
985 silly tarball no local data for @aws-sdk/signature-v4-multi-region@https://registry.npmjs.org/@aws-sdk/signature-v4-multi-region/-/signature-v4-multi-region-3.996.27.tgz. Extracting by manifest.
986 silly tarball no local data for @aws-sdk/middleware-eventstream@https://registry.npmjs.org/@aws-sdk/middleware-eventstream/-/middleware-eventstream-3.972.12.tgz. Extracting by manifest.
987 silly tarball no local data for @aws-sdk/credential-provider-web-identity@https://registry.npmjs.org/@aws-sdk/credential-provider-web-identity/-/credential-provider-web-identity-3.972.41.tgz. Extracting by manifest.
988 silly tarball no local data for @aws-sdk/credential-provider-sso@https://registry.npmjs.org/@aws-sdk/credential-provider-sso/-/credential-provider-sso-3.972.41.tgz. Extracting by manifest.
989 silly tarball no local data for @aws-sdk/eventstream-handler-node@https://registry.npmjs.org/@aws-sdk/eventstream-handler-node/-/eventstream-handler-node-3.972.16.tgz. Extracting by manifest.
990 silly tarball no local data for @aws-sdk/credential-provider-process@https://registry.npmjs.org/@aws-sdk/credential-provider-process/-/credential-provider-process-3.972.37.tgz. Extracting by manifest.
991 silly tarball no local data for @aws-sdk/credential-provider-node@https://registry.npmjs.org/@aws-sdk/credential-provider-node/-/credential-provider-node-3.972.42.tgz. Extracting by manifest.
992 silly tarball no local data for @aws-sdk/credential-provider-http@https://registry.npmjs.org/@aws-sdk/credential-provider-http/-/credential-provider-http-3.972.39.tgz. Extracting by manifest.
993 silly tarball no local data for @aws-sdk/credential-provider-login@https://registry.npmjs.org/@aws-sdk/credential-provider-login/-/credential-provider-login-3.972.41.tgz. Extracting by manifest.
994 silly tarball no local data for @aws-sdk/credential-provider-env@https://registry.npmjs.org/@aws-sdk/credential-provider-env/-/credential-provider-env-3.972.37.tgz. Extracting by manifest.
995 silly tarball no local data for @aws-sdk/credential-provider-ini@https://registry.npmjs.org/@aws-sdk/credential-provider-ini/-/credential-provider-ini-3.972.41.tgz. Extracting by manifest.
996 silly tarball no local data for @aws-sdk/client-bedrock-runtime@https://registry.npmjs.org/@aws-sdk/client-bedrock-runtime/-/client-bedrock-runtime-3.1048.0.tgz. Extracting by manifest.
997 silly tarball no local data for @aws-sdk/core@https://registry.npmjs.org/@aws-sdk/core/-/core-3.974.11.tgz. Extracting by manifest.
998 silly tarball no local data for @aws-crypto/supports-web-crypto@https://registry.npmjs.org/@aws-crypto/supports-web-crypto/-/supports-web-crypto-5.2.0.tgz. Extracting by manifest.
999 silly tarball no local data for @aws-crypto/util@https://registry.npmjs.org/@aws-crypto/util/-/util-5.2.0.tgz. Extracting by manifest.
1000 silly tarball no local data for @aws-crypto/sha256-js@https://registry.npmjs.org/@aws-crypto/sha256-js/-/sha256-js-5.2.0.tgz. Extracting by manifest.
1001 silly tarball no local data for @aws-crypto/sha256-browser@https://registry.npmjs.org/@aws-crypto/sha256-browser/-/sha256-browser-5.2.0.tgz. Extracting by manifest.
1002 silly tarball no local data for @aws-crypto/crc32@https://registry.npmjs.org/@aws-crypto/crc32/-/crc32-5.2.0.tgz. Extracting by manifest.
1003 silly tarball no local data for @anthropic-ai/sdk@https://registry.npmjs.org/@anthropic-ai/sdk/-/sdk-0.123.0.tgz. Extracting by manifest.
1004 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1005 silly tarball no local data for @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz. Extracting by manifest.
1006 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1007 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1008 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1009 silly tarball no local data for @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz. Extracting by manifest.
1010 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1011 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1012 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1013 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1014 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1015 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1016 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1017 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1018 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1019 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1020 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1021 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1022 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1023 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1024 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1025 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1026 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1027 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1028 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1029 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1030 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1031 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1032 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1033 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1034 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1035 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1036 silly tarball no local data for @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz. Extracting by manifest.
1037 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz. Extracting by manifest.
1038 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1039 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz. Extracting by manifest.
1040 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1041 silly tarball no local data for @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz. Extracting by manifest.
1042 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz. Extracting by manifest.
1043 http fetch GET 200 https://registry.npmjs.org/yoctocolors/-/yoctocolors-2.2.0.tgz 521ms (cache miss)
1044 http fetch GET 200 https://registry.npmjs.org/why-is-node-running/-/why-is-node-running-2.3.0.tgz 523ms (cache miss)
1045 http fetch GET 200 https://registry.npmjs.org/which/-/which-2.0.2.tgz 526ms (cache miss)
1046 http fetch GET 200 https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.3.2.tgz 556ms (cache miss)
1047 http fetch GET 200 https://registry.npmjs.org/walk-up-path/-/walk-up-path-4.0.0.tgz 562ms (cache miss)
1048 http fetch GET 200 https://registry.npmjs.org/unicorn-magic/-/unicorn-magic-0.3.0.tgz 559ms (cache miss)
1049 http fetch GET 200 https://registry.npmjs.org/watskeburt/-/watskeburt-6.0.0.tgz 577ms (cache miss)
1050 http fetch GET 200 https://registry.npmjs.org/undici-types/-/undici-types-8.3.0.tgz 649ms (cache miss)
1051 http fetch GET 200 https://registry.npmjs.org/tinyrainbow/-/tinyrainbow-3.1.1.tgz 912ms (cache miss)
1052 http fetch GET 200 https://registry.npmjs.org/typed-rest-client/-/typed-rest-client-2.3.1.tgz 924ms (cache miss)
1053 http fetch GET 200 https://registry.npmjs.org/tree-kill/-/tree-kill-1.2.2.tgz 937ms (cache miss)
1054 http fetch GET 200 https://registry.npmjs.org/tunnel/-/tunnel-0.0.6.tgz 939ms (cache miss)
1055 http fetch GET 200 https://registry.npmjs.org/tinyexec/-/tinyexec-1.3.1.tgz 948ms (cache miss)
1056 http fetch GET 200 https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz 959ms (cache miss)
1057 http fetch GET 200 https://registry.npmjs.org/tinybench/-/tinybench-6.1.4.tgz 958ms (cache miss)
1058 http fetch GET 200 https://registry.npmjs.org/strip-final-newline/-/strip-final-newline-4.0.0.tgz 956ms (cache miss)
1059 http fetch GET 200 https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-5.0.3.tgz 959ms (cache miss)
1060 http fetch GET 200 https://registry.npmjs.org/supports-preserve-symlinks-flag/-/supports-preserve-symlinks-flag-1.0.0.tgz 965ms (cache miss)
1061 http fetch GET 200 https://registry.npmjs.org/stackback/-/stackback-0.0.2.tgz 963ms (cache miss)
1062 http fetch GET 200 https://registry.npmjs.org/siginfo/-/siginfo-2.0.0.tgz 959ms (cache miss)
1063 http fetch GET 200 https://registry.npmjs.org/strip-bom/-/strip-bom-3.0.0.tgz 971ms (cache miss)
1064 http fetch GET 200 https://registry.npmjs.org/std-env/-/std-env-4.2.0.tgz 969ms (cache miss)
1065 http fetch GET 200 https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz 967ms (cache miss)
1066 http fetch GET 200 https://registry.npmjs.org/side-channel-weakmap/-/side-channel-weakmap-1.0.2.tgz 965ms (cache miss)
1067 http fetch GET 200 https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz 987ms (cache miss)
1068 http fetch GET 200 https://registry.npmjs.org/sisteransi/-/sisteransi-1.0.5.tgz 985ms (cache miss)
1069 http fetch GET 200 https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz 983ms (cache miss)
1070 http fetch GET 200 https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz 979ms (cache miss)
1071 http fetch GET 200 https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz 1013ms (cache miss)
1072 http fetch GET 200 https://registry.npmjs.org/side-channel/-/side-channel-1.1.1.tgz 993ms (cache miss)
1073 http fetch GET 200 https://registry.npmjs.org/side-channel-list/-/side-channel-list-1.0.1.tgz 993ms (cache miss)
1074 http fetch GET 200 https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz 990ms (cache miss)
1075 http fetch GET 200 https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz 1003ms (cache miss)
1076 http fetch GET 200 https://registry.npmjs.org/side-channel-map/-/side-channel-map-1.0.1.tgz 1006ms (cache miss)
1077 http fetch GET 200 https://registry.npmjs.org/sade/-/sade-1.8.1.tgz 1001ms (cache miss)
1078 http fetch GET 200 https://registry.npmjs.org/resolve-pkg-maps/-/resolve-pkg-maps-1.0.0.tgz 1000ms (cache miss)
1079 http fetch GET 200 https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz 1013ms (cache miss)
1080 http fetch GET 200 https://registry.npmjs.org/rechoir/-/rechoir-0.8.0.tgz 1020ms (cache miss)
1081 http fetch GET 200 https://registry.npmjs.org/progress/-/progress-2.0.3.tgz 1018ms (cache miss)
1082 http fetch GET 200 https://registry.npmjs.org/safe-regex/-/safe-regex-2.1.1.tgz 1029ms (cache miss)
1083 http fetch GET 200 https://registry.npmjs.org/pretty-ms/-/pretty-ms-9.3.1.tgz 1022ms (cache miss)
1084 http fetch GET 200 https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz 1022ms (cache miss)
1085 http fetch GET 200 https://registry.npmjs.org/pidusage/-/pidusage-4.0.1.tgz 1031ms (cache miss)
1086 http fetch GET 200 https://registry.npmjs.org/parse-ms/-/parse-ms-4.0.0.tgz 1031ms (cache miss)
1087 http fetch GET 200 https://registry.npmjs.org/path-parse/-/path-parse-1.0.7.tgz 1032ms (cache miss)
1088 http fetch GET 200 https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz 1033ms (cache miss)
1089 http fetch GET 200 https://registry.npmjs.org/oxlint-tsgolint/-/oxlint-tsgolint-7.0.2001.tgz 1047ms (cache miss)
1090 http fetch GET 200 https://registry.npmjs.org/obug/-/obug-2.2.1.tgz 1045ms (cache miss)
1091 http fetch GET 200 https://registry.npmjs.org/nanoid/-/nanoid-3.3.18.tgz 1048ms (cache miss)
1092 http fetch GET 200 https://registry.npmjs.org/node-releases/-/node-releases-2.0.54.tgz 1049ms (cache miss)
1093 http fetch GET 200 https://registry.npmjs.org/mute-stream/-/mute-stream-3.0.0.tgz 1048ms (cache miss)
1094 http fetch GET 200 https://registry.npmjs.org/unbash/-/unbash-4.0.11.tgz 1094ms (cache miss)
1095 http fetch GET 200 https://registry.npmjs.org/npm-run-path/-/npm-run-path-6.0.0.tgz 1057ms (cache miss)
1096 http fetch GET 200 https://registry.npmjs.org/mri/-/mri-1.2.0.tgz 1059ms (cache miss)
1097 http fetch GET 200 https://registry.npmjs.org/oxc-resolver/-/oxc-resolver-11.24.2.tgz 1081ms (cache miss)
1098 http fetch GET 200 https://registry.npmjs.org/minimalistic-assert/-/minimalistic-assert-1.0.1.tgz 1075ms (cache miss)
1099 http fetch GET 200 https://registry.npmjs.org/math-intrinsics/-/math-intrinsics-1.1.0.tgz 1074ms (cache miss)
1100 http fetch GET 200 https://registry.npmjs.org/mutation-server-protocol/-/mutation-server-protocol-0.4.1.tgz 1091ms (cache miss)
1101 http fetch GET 200 https://registry.npmjs.org/lodash.groupby/-/lodash.groupby-4.6.0.tgz 1109ms (cache miss)
1102 http fetch GET 200 https://registry.npmjs.org/tinypool/-/tinypool-2.1.0.tgz 1178ms (cache miss)
1103 http fetch GET 200 https://registry.npmjs.org/package-manager-detector/-/package-manager-detector-1.8.0.tgz 1146ms (cache miss)
1104 http fetch GET 200 https://registry.npmjs.org/magic-string/-/magic-string-1.2.3.tgz 1152ms (cache miss)
1105 http fetch GET 200 https://registry.npmjs.org/kleur/-/kleur-3.0.3.tgz 1155ms (cache miss)
1106 http fetch GET 200 https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz 1177ms (cache miss)
1107 http fetch GET 200 https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz 1160ms (cache miss)
1108 http fetch GET 200 https://registry.npmjs.org/vscode-jsonrpc/-/vscode-jsonrpc-9.0.2.tgz 1231ms (cache miss)
1109 http fetch GET 200 https://registry.npmjs.org/json-rpc-2.0/-/json-rpc-2.0-1.8.0.tgz 1176ms (cache miss)
1110 http fetch GET 200 https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz 1238ms (cache miss)
1111 http fetch GET 200 https://registry.npmjs.org/jscpd/-/jscpd-5.1.2.tgz 1201ms (cache miss)
1112 http fetch GET 200 https://registry.npmjs.org/js-tokens/-/js-tokens-10.0.0.tgz 1211ms (cache miss)
1113 http fetch GET 200 https://registry.npmjs.org/jsesc/-/jsesc-3.1.0.tgz 1224ms (cache miss)
1114 http fetch GET 200 https://registry.npmjs.org/source-map/-/source-map-0.7.6.tgz 1271ms (cache miss)
1115 http fetch GET 200 https://registry.npmjs.org/publint/-/publint-0.3.24.tgz 1257ms (cache miss)
1116 http fetch GET 200 https://registry.npmjs.org/is-unicode-supported/-/is-unicode-supported-2.1.0.tgz 1255ms (cache miss)
1117 http fetch GET 200 https://registry.npmjs.org/is-path-inside/-/is-path-inside-4.0.0.tgz 1274ms (cache miss)
